Id,mean_exam_points
10000,54.63657957244656
10001,65.78125
10002,47.88
10003,91.16666666666667
10004,89.05333333333333
10005,63.80419580419581
10006,39.86138613861386
10007,54.41379310344828
10008,58.11538461538461
10009,79.67808219178082
10010,52.47692307692308
10011,64.22413793103448
10012,55.22222222222222
10013,84.44444444444444
10014,65.0886075949367
10015,63.08490566037736
10016,81.0
10017,54.63657957244656
10018,53.69753086419753
10019,54.63657957244656
10020,79.67808219178082
10021,61.73529411764706
10022,61.81818181818182
10023,63.80419580419581
10024,53.69753086419753
10025,79.8
10026,59.339285714285715
10027,54.41379310344828
10028,55.75
10029,53.69753086419753
10030,67.85135135135135
10031,58.38805970149254
10032,45.28947368421053
10033,52.47692307692308
10034,47.88
10035,70.61092150170649
10036,55.25694444444444
10037,75.27804878048781
10038,58.4367816091954
10039,89.05333333333333
10040,91.16666666666667
10041,59.470588235294116
10042,61.73529411764706
10043,66.66666666666667
10044,58.225806451612904
10045,50.38461538461539
10046,47.88
10047,45.28947368421053
10048,60.81707317073171
10049,84.44444444444444
10050,45.28947368421053
10051,91.16666666666667
10052,54.63657957244656
10053,55.71857923497268
10054,53.69753086419753
10055,60.87755102040816
10056,73.55555555555556
10057,54.63657957244656
10058,63.08490566037736
10059,70.61092150170649
10060,66.10526315789474
10061,59.86507936507937
10062,63.80419580419581
10063,54.63657957244656
10064,58.11538461538461
10065,54.41379310344828
10066,52.5
10067,85.3
10068,60.30952380952381
10069,60.87755102040816
10070,63.08490566037736
10071,60.35897435897436
10072,54.63657957244656
10073,56.03174603174603
10074,70.14285714285714
10075,60.60294117647059
10076,70.61092150170649
10077,60.60294117647059
10078,59.470588235294116
10079,79.67808219178082
10080,60.35897435897436
10081,63.02777777777778
10082,84.80223880597015
10083,70.61092150170649
10084,55.71857923497268
10085,58.4367816091954
10086,84.80223880597015
10087,83.14285714285714
10088,42.18604651162791
10089,85.25
10090,54.63657957244656
10091,50.38461538461539
10092,59.86507936507937
10093,70.14285714285714
10094,67.22222222222223
10095,55.71857923497268
10096,89.82758620689656
10097,68.92857142857143
10098,87.0
10099,54.63657957244656
10100,85.3
10101,53.69753086419753
10102,59.339285714285715
10103,68.92857142857143
10104,55.71857923497268
10105,40.5
10106,54.63657957244656
10107,54.63657957244656
10108,55.71857923497268
10109,52.5
10110,55.831460674157306
10111,52.5
10112,70.14285714285714
10113,59.339285714285715
10114,55.71857923497268
10115,78.21428571428571
10116,52.5
10117,83.66666666666667
10118,47.88
10119,58.4367816091954
10120,65.0886075949367
10121,50.58441558441559
10122,84.80223880597015
10123,58.38805970149254
10124,55.71857923497268
10125,75.38888888888889
10126,50.58441558441559
10127,64.22413793103448
10128,54.63657957244656
10129,54.63657957244656
10130,70.61092150170649
10131,65.28571428571429
10132,44.08571428571429
10133,75.27804878048781
10134,74.5
10135,84.80223880597015
10136,58.0
10137,52.47692307692308
10138,85.3
10139,65.0886075949367
10140,60.35897435897436
10141,61.2952380952381
10142,75.27804878048781
10143,62.0
10144,42.18604651162791
10145,50.208333333333336
10146,59.411764705882355
10147,53.69753086419753
10148,50.58441558441559
10149,64.22413793103448
10150,88.11290322580645
10151,70.14285714285714
10152,84.80223880597015
10153,61.2952380952381
10154,55.71857923497268
10155,68.92857142857143
