Id,mean_exam_points
10000,49.820923156227444
10001,65.11067467625394
10002,60.58883950090705
10003,96.37356605905833
10004,90.98050426398143
10005,54.448251281359674
10006,48.727857490311884
10007,52.036187156047454
10008,66.39228724614748
10009,85.62086014485823
10010,53.049900017468154
10011,57.08158382868109
10012,65.95814162646634
10013,88.33567137767268
10014,64.36627877730484
10015,55.27771042354786
10016,77.66345197351932
10017,56.55644706269473
10018,59.573413367963724
10019,47.0256378824432
10020,82.88217265057449
10021,75.67724311592113
10022,75.02570964950071
10023,49.60136800574087
10024,55.355604551294824
10025,78.8604553323984
10026,48.891110878821785
10027,52.036187156047454
10028,53.99280931343209
10029,51.4409554516037
10030,65.57750039121717
10031,53.10791505096745
10032,50.977260262161884
10033,50.31192115018381
10034,52.293424213560975
10035,70.04045389136454
10036,56.532983410700986
10037,75.77294005644738
10038,48.6459661953433
10039,90.83959329099034
10040,95.98892765658752
10041,65.35469812325748
10042,63.95675946884151
10043,52.31688786555472
10044,58.45434555958067
10045,50.48596625068168
10046,56.04511594226603
10047,54.81043067635997
10048,69.37641544143355
10049,84.5025009634746
10050,53.249122041482394
10051,104.62205404241692
10052,53.899946880903414
10053,64.22607643131315
10054,60.42346023139897
10055,43.81971206372067
10056,80.42060130805193
10057,53.43382979293958
10058,66.45130692417
10059,71.77651625373937
10060,56.69993794890867
10061,50.452123496175524
10062,50.14896377919775
10063,56.0896213477315
10064,65.21561701374071
10065,48.20301674184936
10066,54.78454512584421
10067,80.914475232755
10068,46.92170018947966
10069,44.64700390216158
10070,68.72316870349051
10071,59.656605324979374
10072,54.120210658389375
10073,43.47003765223097
10074,68.88754332847537
10075,57.522820010652396
10076,74.33974139352648
10077,59.49293932699392
10078,67.24263012710658
10079,76.61347445907043
10080,53.6330518169538
10081,56.39236845523372
10082,85.22384581990548
10083,65.49673033272353
10084,57.491261151845244
10085,52.01231089457816
10086,78.37300047343902
10087,76.75296817806276
10088,57.710362270107154
10089,92.01525887887388
10090,46.15071011301542
10091,52.43120466103067
10092,58.666060098028574
10093,68.42142624051152
10094,67.88279231556828
10095,64.83026998427052
10096,81.39238867723002
10097,70.611809334339
10098,72.6190599454089
10099,51.080489328126035
10100,82.47578386763257
10101,54.72653009234492
10102,53.19039838098371
10103,76.06359478991456
10104,59.13404847221586
10105,56.02064764574905
10106,55.05244483431705
10107,49.133833663778255
10108,66.25279352715516
10109,59.8765730849415
10110,45.989169996028146
10111,59.1894835924923
10112,61.22120250007918
10113,42.78607868530319
10114,60.55373750710294
10115,79.18778732836932
10116,54.948211123829665
10117,79.54896207884639
10118,62.6977439092415
10119,45.35968292760269
10120,64.44775746279788
10121,53.60929214743622
10122,85.14236713441244
10123,54.121627912388156
10124,66.41645952514062
10125,81.84412949545981
10126,45.17367451409844
10127,52.700817641026134
10128,52.314465967032696
10129,54.2023979708818
10130,63.166853519903725
10131,58.25896268808725
10132,61.46305864333544
10133,73.30356952463526
10134,84.3385389479653
10135,84.45456901496387
10136,76.75964613087737
10137,47.57394228289946
10138,83.5709754145463
10139,62.17589568347737
10140,58.561413778065635
10141,70.7495897818087
10142,71.39146524179301
10143,59.736412161698894
10144,54.42478762936594
10145,58.444379066543824
10146,65.37957902925001
10147,47.77074240839168
10148,46.93178327446823
10149,59.27196692250857
10150,87.96141207771427
10151,61.30268118557222
10152,87.63520131821832
10153,63.79380209785545
10154,68.36169793548962
10155,71.70700088125275
10156,53.65551082442432
10157,49.85718780925561
10158,57.76867332113028
10159,55.00652217485279
10160,59.32897731148463
10161,71.13564543827829
10162,56.182896389735724
10163,55.32176179678867
10164,66.06637250417536
10165,79.63114939133882
10166,80.22638109578256
10167,70.6421089538482
10168,82.28623231913136
10169,52.233695908539055
10170,43.74077186870137
10171,44.28836764215824
10172,60.284971156929885
10173,67.7333321035391
10174,56.53398805522422
10175,48.506176458827134
10176,69.0494960549382
10177,72.8485691198554
10178,51.46613237512007
10179,48.40082151186481
10180,73.46652689562131
10181,52.33934687302523
10182,72.3692094677094
10183,68.90929370894648
10184,85.6532856453656
10185,67.030323553611
10186,55.43596200031291
10187,97.71248503545178
10188,62.661479256213326
10189,61.60371502155182
10190,80.23746882529437
10191,62.10079893327513
10192,66.32360956168888
10193,80.64415362576013
10194,77.95451931646207
10195,74.42197012876801
10196,53.02572773847503
10197,52.5126833465237
10198,56.860315406671894
10199,64.22607643131315
10200,45.93115496252885
10201,51.407112697097546
10202,53.30642844798229
10203,74.09530533704739
10204,67.32623469359778
10205,56.475973021724926
10206,59.90074536393463
10207,70.56417340335213
10208,77.7901446914772
10209,56.06615769573776
10210,96.15188502757357
10211,74.17778866706365
10212,71.76471989722819
10213,81.46106636168862
10214,54.67022833036826
10215,58.561413778065635
10216,66.83635793611637
10217,57.465513604152505
10218,60.613878421600404
10219,52.921081418512095
10220,48.15679806486126
10221,58.28142169555776
10222,64.11971683982757
10223,53.28154754198975
10224,83.05651376859619
10225,66.39258326367133
10226,52.88552539248331
10227,51.2538258016245
10228,51.54660641608987
10229,50.94099560913371
10230,73.57304450180771
10231,70.94952043282233
10232,59.43563292049402
10233,57.107331376373835
10234,85.30532450539852
10235,53.166226101990574
10236,50.450706242176736
10237,54.5072709593822
10238,43.554350845721565
10239,79.87487682081851
10240,66.63843657414921
10241,89.27798863858891
10242,51.93124481856067
10243,49.05306360528462
10244,57.08158382868109
10245,70.28559857484304
10246,53.52740085246764
10247,84.29190766150164
10248,56.81297549320886
10249,74.72538444052051
10250,67.68811807107423
10251,51.62879372858229
10252,60.39219739011566
10253,67.90853986326101
10254,54.668515058845635
10255,51.30217035961077
10256,57.52352863765179
10257,70.06421356088214
10258,46.12724646102168
10259,64.66731261328445
10260,56.289551998745125
10261,75.10947223069275
10262,65.37670309850333
10263,74.01412266907819
10264,65.0738393990494
10265,54.36606396886725
10266,49.63450213324764
10267,79.24509373486922
10268,80.12173477581963
10269,81.86916841615317
10270,77.74392601448912
10271,46.34751023850764
10272,55.5178532952815
10273,70.6460646983207
10274,53.06027911998057
10275,54.017690219424615
10276,56.941794092164926
10277,74.34120007027437
10278,69.92401121489041
10279,65.90199787919052
10280,66.18027669017576
10281,73.49156581631468
10282,46.61824445497804
10283,82.04250488965164
10284,58.17764201729504
10285,47.71343600189178
10286,64.52711026729274
10287,58.0952966901018
10288,56.53469668222361
10289,74.28131375055163
10290,86.70367576929002
10291,54.447542654360284
10292,51.0563170491329
10293,48.889397607299166
10294,84.11857118800317
10295,49.43699338075603
10296,59.0023539425131
10297,70.47160698834729
10298,61.650346308015465
10299,62.58328911094253
10300,52.81513443650208
10301,65.41383439323171
10302,67.90737720403696
10303,50.9154060761418
10304,99.71756834277437
10305,62.071661972989986
10306,50.28916612518946
10307,83.21917512205842
10308,58.88803714703715
10309,42.236769640323686
10310,56.51052440323048
10311,59.37919315569434
10312,58.39703915308079
10313,91.38648043744782
10314,52.153930494568655
10315,74.89092172472942
10316,48.80791892180613
10317,49.496425668254105
10318,58.993137499224744
10319,79.38700935238356
10320,66.55524461713354
10321,81.16999901874588
10322,70.69116213883386
10323,73.10763604084326
10324,55.054158105839676
10325,55.46454405600322
10326,40.12857385898864
10327,84.05955150998065
10328,58.80555381702089
10329,72.85879020766698
10330,73.05771621415738
10331,66.75046947392615
10332,58.117755697572306
10333,76.56568051338273
10334,94.04368924623853
10335,67.7333321035391
10336,46.81746647899227
10337,72.31160704368567
10338,52.642802607526846
10339,50.45241951369936
10340,57.06182132638513
10341,50.12650477172724
10342,94.26507426019944
10343,69.7970224794087
10344,47.87710199987724
10345,67.62868578357617
10346,75.9586524524278
10347,64.42130128810575
10348,53.93449826240896
10349,76.20379713590627
10350,52.35073062006087
10351,62.288224600778165
10352,73.93193535658577
10353,48.889397607299166
10354,62.17589568347737
10355,64.6459748422889
10356,84.780483756936
10357,66.99718942610424
10358,67.0810900101193
10359,48.29487452985481
10360,66.53278560966304
10361,62.72349145693424
10362,57.3022602156426
10363,68.96902201396838
10364,56.59129446172412
10365,53.027441009997645
10366,66.75133611562637
10367,43.88127023221693
10368,57.7442050246133
10369,70.83319434829991
10370,76.36817176089113
10371,77.38275126401206
10372,49.356223322262395
10373,54.1450915643819
10374,65.9034151331893
10375,57.267000207137656
10376,73.35945867713636
10377,60.45021242361494
10378,84.84021206195791
10379,94.64971266267023
10380,76.94080645504135
10381,58.421920059073315
10382,62.33414726024242
10383,57.22036892067402
10384,63.56954115314787
10385,68.74734098248365
10386,45.11353359960097
10387,61.462508031036876
10388,83.10385368205922
10389,52.29171094203835
10390,65.43658941822606
10391,53.49284947096209
10392,51.116045354154814
10393,71.7417102774591
10394,65.14623070228272
10395,57.115426583187244
10396,80.77397686923945
10397,74.75001075173833
10398,95.74520022710782
10399,51.54731504308926
10400,56.53656796844706
10401,81.41343043070174
10402,73.04591985764618
10403,79.49195168987035
10404,83.60310489752982
10405,82.87121398209133
10406,73.05771621415738
10407,55.60004060777392
10408,40.97962536694712
10409,62.31468077547029
10410,66.55695788865617
10411,49.356223322262395
10412,51.58216244211865
10413,54.262126275903704
10414,51.081197955125425
10415,54.727947346343704
10416,86.70468041381325
10417,51.58074518811986
10418,48.8673512093042
10419,68.58337896697435
10420,49.65867441224078
10421,43.71589096270885
10422,51.79104247256896
10423,56.068579594259774
10424,97.60966857896317
10425,45.0579404646237
10426,84.23147072948034
10427,69.52670087241383
10428,79.18762931366851
10429,76.69566177156287
10430,52.01272350405371
10431,76.77456054383305
10432,83.10485832658247
10433,85.77144159336234
10434,62.10408747349735
10435,73.26830951613033
10436,85.46857789390842
10437,65.68344737322718
10438,49.7981681312331
10439,52.18493874107723
10440,70.34461825286556
10441,54.587745000351994
10442,56.09103860173029
10443,50.83676189864633
10444,55.13492816433332
10445,62.66405916943617
10446,47.24802754092733
10447,61.660567395827044
10448,51.49997512962623
10449,52.33934687302523
10450,66.51044319414424
10451,82.69675627211791
10452,91.84221842289925
10453,81.84529215468388
10454,75.57543130395577
10455,50.31192115018381
10456,89.98925041003125
10457,49.682138064234515
10458,40.650580099453585
10459,56.61546674071725
10460,51.219983047118355
10461,67.3814152190995
10462,58.23549903609351
10463,52.094910816546125
10464,63.188487308423134
10465,57.079870557158465
10466,61.380871330843014
10467,64.03965540833335
10468,47.16654885543431
10469,52.036187156047454
10470,79.59730663683266
10471,59.95834778795837
10472,52.15251324056987
10473,49.985297781212296
10474,44.12470164417279
10475,55.27513051032503
10476,70.91254715279476
10477,55.84689856277503
10478,74.4003363402486
10479,73.7116715790998
10480,86.9950391297566
10481,60.94859699738532
10482,63.10372008270788
10483,66.26630315518898
10484,49.82304903722562
10485,54.88948746333098
10486,63.305638611896654
10487,60.89129059088543
10488,46.616414591503705
10489,63.87528078334849
10490,51.545897789090475
10491,53.19010236345987
10492,47.95716343137149
10493,47.71272737489239
10494,50.73069832468462
10495,95.82638289507699
10496,55.76400262328322
10497,86.62320172832023
10498,54.646056051375126
10499,59.43492429349463
10500,55.741247598288865
10501,84.20004987349621
10502,79.46748339335335
10503,64.2107079861328
10504,51.54731504308926
10505,60.1807374464425
10506,71.52924568926272
10507,79.30553066689052
10508,63.49985882416604
10509,88.10232305070537
10510,51.850062150591484
10511,82.94018768407378
10512,44.48516776765046
10513,56.14834500823018
